__label__negative, 人間 は 人 を 愛する 権利 を 持っ て いる が 僕 の よう な 人間 は 人 に 愛さ れる 権利 が ない ひと 握り の イケメン が 愛さ れる 権利 を 持っ て い て クズ に は 愛さ れる 権利 が ない の は おかしい これ を 平等 と 言える の か おかしい と 思う なら 俺 達 を 愛せ 
__label__negative, 人 は 失っ て から 其 を 大切 な もの だ と 気が付く と 言う けれど 大切なもの って 一体 何 始め から 持ち合わせ て い ない のに 何 を 持っ て 大切 な もの だ と 言う の か 僕 に は 理解 が 出来 ない な 
__label__negative, 才能 だけ で は 限界 が ある だって 才能 を 持っ て 生まれ た だけ で 人生 もうけ もんじゃ ねぇ か 
__label__negative, 絶対 的 な 友達 は 存在 し ない 常に 時 と 場所 環境 によって 変わっ て いく 
__label__negative, この世 で 一番 強力 な 宗教 は 恋愛 
__label__negative, やれ ば できる とか 夢物語 だ から 正確 に 言え ば やら なきゃ でき ない だ よ 
__label__negative, 全て の 物事 に 意味 は ない この 言葉 に も 
__label__negative, 才能 という 名 の 蕾 を 持っ た 人間 努力 という 名 の 水 を やり 続け た 人間 私 は どちら で も なかっ た 
__label__negative, 自分 を 苦しめる 番 の 原因 は 感情 
__label__negative, 努力 は 報わ れる なんて 報わ れ た 人 しか 言わ ない の よ 
__label__negative, 大事 な 人 が 居 なく なっ て も なんで 涙 が 出 ない ん だろ う 悲しく て 辛く て 苦しい のに 
__label__negative, やれ ば できる わけ 無い じゃ ない 
__label__negative, 私 は あなた の こと を 思っ て 言っ てる の 俺 は お前 の こと を 思っ て 説教 し てる ん だ それ は あんた ら の 勝手 な 考え の 押し付け だ よ ね 本当に 俺 の こと を 思っ てる の なら ほっとい て ください 
__label__negative, 前向き な 光 が 差せ ば 差す ほど 見 たく ない 黒い 影 が 濃く なっ て いく 
__label__negative, 信頼 できる 人 が 人 で も いれ ば いくつ も の 上面 だけ の 関係 なんて 人 も いら ない 
__label__negative, 人間 は 一人 で は ない 人間 は ｢ 孤独 で は ない 大勢 の 中 の ひとり だ と 認識 する こと 
__label__negative, 約束 を 最も 確実 に 守る 方法 は 約束 を 結ば ない こと だ 
__label__negative, 人間関係 が うまく いか ない の は ヒト が 元々 社交 性 が ない から である 
__label__negative, みんな 気に入ら ない ヤツ が 居 たら 一斉に 袋叩き に する けれど 自分 が 袋叩き に さ れる 番 に なっ た 途端 に こう 言い 始める ん だ よ 話 が 違う って 
__label__negative, 俺 が 生き て い て の 最大 の 汚点 は 人間 で ある こと そして 最大 の 美点 も 人間 で ある こと 
__label__negative, みんな 自分 を 綺麗 に 見せ たく て 鏡 の 前 で 必死 に 頑張る けど それ って 全部 無意味 だって みんな 自分 の こと しか 見 て ない から 
__label__negative, 世の中 って もん は 何 か の 犠牲 で まわっ て いる 
__label__negative, 人 は 成長 せ ど 進化 は しない 進化 する の は 技術 と ポケモン くらい の もん だろ 
__label__negative, 裏切ら れ ない ため の 最善 方法 は 信用 し ない こと だ 
__label__negative, 時には やさしい嘘 も 必要 です 
__label__negative, 足元 に いる 人 は すぐ に 自分 を 追い越し て いく くせ に 自分 は 他人 を 一向に 追い越せ ない 
__label__negative, 正しい 行い は 必ず 報わ れる それ 本気 で 言っ て ん の 
__label__negative, 人 の 幸福 は 妬ましく 自分 の 幸福 は 不安 に なる 
__label__negative, 人類 みな 兄弟 なんて 言う けど 埋まら ない 優劣 の 差 は やっぱり ある もん だ この世 に 生誕 し た その 瞬間 から すでに その 優劣 の 差 という もの に 悩まさ れ て いる 何 が 言い たい の か と いう と 所詮 ダメ な 奴 は 何 を し て も ダメ という こと 生まれ は みんな 同じ なんて 綺麗事 抜かす な よ 
__label__negative, 人 の 重荷 まで 背負える 余裕 は 無い 
__label__negative, 綺麗事 並べ て も 結局 は 金 だろ 努力 笑わせ ん な 
__label__negative, 上を向いて歩こう を 下向 い て 歌う 
__label__negative, 努力 し た こと ない 人間 ほど 努力 を 肯定 する 
__label__negative, 大好き の 反対 は 大嫌い じゃ ない むしろ 同義 語 で ある 大好き の 反対 は 無 関心 だ そして 大好き は 人 を 都合 よく 使っ て いる 人 が 使う 言葉 で 大嫌い は 都合 よく 使わ れ て いる 人たち が 使う 言葉 で ある 
__label__negative, 生まれ変わっ たら 人間 に なり たい って 思っ て いる の って 人間 だけ じゃ ない か な それ 以外 の 生物 は 生まれ変わっ て も 絶対 に 人間 に は なり たく ない って 思っ て いる 筈 だ よ 
__label__negative, 嫌 な こと ほど ､ 記憶 に 残る 
__label__negative, ネガティブ な ところ が あっ て も そこ に 気づく って 言う の は 才能 です けど ね 
__label__negative, よく ｢ 努力 は 裏切ら ない とか 努力 は 必ず 報わ れる と いう が それ は 嘘 努力 し た 経験 が いつか 報わ れる の は 同意 する が その いつか が いつ 来る の か それ が 問題 生き て いる うち に 来 なかっ たら 無駄 に 終わる つまり 努力 は 報わ れ なかっ たら 無駄 
__label__negative, 努力 は 夢 を 裏切る が 自分 を 裏切ら ない なぜ なら 努力 は 失敗 し た 時 の 慰め に なる から 
__label__negative, 上辺 だけ の 気遣い なんか いら ない だ から 近寄ら ない で 
__label__negative, えっ 人類 が 進化 し て いる だって そう か 俺 に は むしろ 退化 し て いる よう に 思える の だ が 
__label__negative, 彼女 なんて い なく て も いい から カップル を 妬ま ない 自分 に なり たい 
__label__negative, 嘘 に 取り 憑かれ た 私 は 鏡 の 前 に 立ち 今日 の マスク を 選び 抜く 
__label__negative, 引き 篭もり とか 言う けど どうせ なら ずっと ママ の お腹 の 中 で 引き篭っ て たかっ た 
__label__negative, 世の中 何 か に なる とか なり たい じゃなくて なっ た だけ 本人 の 意思 と は 無関係 に 勝手 に 決め られる 人生 なんて そんな もん 
__label__negative, 俺 って いったい 何 な の か わから ない 
__label__negative, 生きる の が 楽しい 訳 じゃ ない 死ぬ の が 面倒臭い だけ 
__label__negative, 努力 と 結果 は 比例 し ない 
__label__negative, 前 を 向い て 歩い た ところ で 足下 の 石 に は 気付か ず 身の程 を 知れ と 罵ら れ るし 下 を 向い て 歩い たら それ は それ で 壁 に ぶつかり 嘲笑 に 晒さ れる 
__label__negative, 僕 は ネガティブ な ん か じゃ ない よ ただ 幸福 者 に対して 嫌悪 を 抱い て いる だけ さ 
__label__negative, 今 の 俺 は 挫折 から でき て いる 
__label__negative, 不幸 な 奴 が 流す 涙 ほど 感情 を 動かす もの は 無い だって そいつ より マシ だって 思っ て 同情 出来る から 
__label__negative, 私 は 愚か な だけ で 卑しく は ない 
__label__negative, 目 が 前 に つい て いる の は 前 を 向く 為 だ なんて 聞く が 違う 物 を 立体的 に 見る ため だ 更に 言え ば そこ に ある 次元 を 無理矢理 見せる 為 だ 
__label__negative, 疲れ た と 言っ たら 私 の 方 が 疲れ た と 言わ れ た 今 その 瞬間 お前 より 疲れ た 
__label__negative, いじられキャラ と は いじめ の 被害者 を オブラート に 包ん だ 言い方 に 過ぎ ない 
__label__negative, 先 の 見える 人生 なんて つまらない なんて 言う けれど 先 の こと が 見えれ ば 失わ ず に 済む もの が ある かも しれ ない 
__label__negative, 才能 を 持ち 努力 し 成功 し た 者 を 天才 と 呼び 才能 を 持ち ながら 努力 し なかっ た 人間 を 変人 と 呼び そもそも 才能 が ない 者 を 凡人 と 呼ぶ 
__label__negative, 世の中 力 入れる こと ばっかり 勧める けど 力 抜く の って そんなに 悪いこと その 考え方 が 悪い ん じゃ ない の 
__label__negative, 頑張る 為 に 頑張っ て どう すん の 
__label__negative, 誰か の 幸福 は 私 を 不幸 に する のに 誰か の 不幸 は 私 を 幸福 に し て くれ ない 
__label__negative, 散々 暴力 を 振るっ て おい て あなた も 家族 と 言う の は 自分勝手 すぎる の で は ない の か 
__label__negative, 幸福 の 隣 に 絶望 が ある 絶望 の 隣 に は 絶望 しか 無い 人生 は 振り子 だ なんて 嘘 も いい とこ だ 
__label__negative, まっすぐ って 自分 が 思っ てる よ り上 に ある 
__label__negative, やり たく ない こと ほど 出来 たり 義務 化 さ れ たり する の に やり たい こと ほど 出来 なかっ たり 禁止 さ れる いや 出来 なかっ たり 禁止 さ れる こと だ から やり たい と 願う こと な ん だろ う 
__label__negative, 地球の自転 公転 が 止まれ ば いい のに 何人 の 地球人 が そう 思っ た こと か 
__label__negative, 低俗 が 故 の 悦び 高尚 が 故 の 苦痛 
__label__negative, 自分 を 取り巻く の が ヒト で ある と 思っ て は いけ ない まず 空気 に 地球 と 言う 環境 に 巻き付か れ て いる もっと 言え ば あなたに は 何人 も 取り巻か れる こと は ない 
__label__negative, 光 で 照らし 闇 を 消し た つもり で も 陰 という 闇 が 後 を つけ て いる 
__label__negative, 人間 は 考える 葦 と いう が 本当に 考える だけ で ある 
__label__negative, 多く の 人間 が 諦める な やれ ば できる など と 言う が 諦める こと が 悪い こと だ なんて こと は 無い むしろ 褒め られる べき 行為 だ 身の程 を 知る こと と 妥協 で 満足 する こと が 一番 重要 
__label__negative, 世の中 考え方 が 汚い 人 ほど 上手く 行く 考え が 綺麗 な 人 ほど 上手く 行か ない 世の中 は 子供 の 頃 に 教え られ た 物 を 否定 する こと しか ない 
__label__negative, 自分 に 何 か が 始まる 時 は 自分 の 何 か が 終わっ た 時 のみ 
__label__negative, 良い こと が あっ たら それだけ いっそう 次 が 怖く なる しかし 悪いこと が あっ て も 次 が 楽しみ と は 限ら ない 
__label__negative, 心 せまく て も いいじゃない 人間だもの 
__label__negative, 女性 は 割 が 自己愛 で 男性 は 割 が 虚栄 心 で でき てる 
__label__negative, あんなに 軽かっ た 肩 が こんなにも 重く なる と は 世間 の 重力 は 物理 を 越え てる の かも しれ ない 
__label__negative, 人 は 足下 いや さらに 下 を 見つめ て やっ と 安心 する 
__label__negative, 何 か が 終わる より 何 か が 始まる の が 怖い 
__label__negative, 一人 で 生きる こと に 恐れ て は いけ ない 一人 で 生まれ て 一人 で 死ん で いく の だ から 
__label__negative, 人 を 信じ れ ない 信じ たく ない じゃ なく 信じ ない だけ なのだ 
__label__negative, 自己犠牲 による 救済 より 自己愛 による 救済 の 方 が 圧倒的 に 多い 
__label__negative, 人 に は 適応 力 が ある 慣れる と 言う こと つまり 惰性 的 な 生き物 で ある 
__label__negative, 生きること は だいたい つまらない が 死ぬ こと が 楽しい こと は ない 
__label__negative, 海苔 一 枚 で 飯 が うまい これ ほど の 幸せ が ある だろ う か 
__label__negative, 薄 汚れ た情 より 綺麗 な 嘘 が いい 
__label__negative, 上 ばっかり 見 なく たって いい じゃ ない か 世界 に は 飛べ ない 鳥 だって いる ん だ 
__label__negative, 人間 悩ん でる 事 は ほとんど 解決 できる の だ 解決 でき ない 時 は もう 既に 諦め て いる 
__label__negative, 言葉の暴力 だ とか 人権侵害 だ とか 甘ったれ た 事 を 言う 人 が 多い 言葉の暴力 なんて 何 が それ な の か も 曖昧 で ある まず 第 一 に あなた は 守ら れる べき 人間 な の です か そう 伺い たい 
__label__negative, 平和 と は 争い の なか で 初めて 意味 を なす 争い が なけれ ば 平和 など 端 から 意味 を なさ ない もの だ 
__label__negative, やる気 は ビーム みたい な もん だ つまり 出 ない もん は 出 ない 
__label__negative, 諦め と 申し訳 程度 の 幸福 さえ あれ ば 生き て いける 諦め が 肝心 
__label__negative, 神 は 世界 を 創造 し 人 を 造っ た 人 は 武器 を 創造 し 文明 を 造っ た 武器 は 人 を 殺傷 し 神 に 返し た 
__label__negative, 人類の進化 ほど 余計 な こと を し て くれ た こと は ない 
__label__negative, バカ 過ぎる と かえって おもしろい 賢 すぎる と かえって 恐れ られる 中途半端 に 賢かっ たり バカ な やつ が 一番 嫌わ れる 
__label__negative, 物事 は いい こと より 一番 最悪 な 事 を まず 考え て から 行動 する 最悪 を 考える から もし そう なっ て も 傷 は 浅く 済む 
__label__negative, 生き て い た 時 に 築き上げ た 物 結局 は 死ん で しまう と 意味 が 無い 
__label__negative, 何故 生き て いる の か を 問う と 混乱 する 何故 生き なけれ ば なら ない か を 問う と みすぼらしく 情けなく なる 何故 死ん で は いけ ない の か を 問う と 死ぬ まで 悩み 続ける 私 は 一体 何 を する の が いい の だ か わから ない 
__label__negative, 真 の 幸福 は 不幸 に あり 真 の 不幸 は 幸福 に あり 
__label__negative, 見 て いる 人 は 見 てる さ と 言う けれど 見 て い て 欲しく ない 人 に も 見 られ てる 気 が する 
__label__negative, ネガティブ が まるで いけ ない 思想 の よう に 扱わ れる なら わたし は ニヒリスト に なろう 半端 が ダメ なら とことん いこ う 
__label__negative, 俗に いう ネガティブ 思考 は よく 考える と 綺麗ごと や 空元気 の 多い ポジティブ思考 より よっぽど 現実味 の ある 考え方 で ある ため これ こそ 本当 の ポジティブ思考 な の で は ない だろ う か 
__label__negative, ネガティブ な 思考 は ポジティブ を 嫌い ポジティブ な 思考 は ネガティブ を も 認める 
__label__negative, 生きる と は 行動 を 起こし 熟考 し 試行 錯誤 し 紆余曲折 し た 自我 を 伴っ た 継続 的 な 動作 で ある 何 も 考え ず 回り に 迎合 し 己 の 信念 を 持た ず に ただ 時 の 経過 に 身 を 任せる こと は 生きる で なく 呼吸 する 酸化 し て いる と 言う こと で ある 
__label__negative, 好き な よう に 死ね たら きっと 生きる こと に も 意味 が ある 
__label__negative, 幸せ が 白鳥 という の なら 私 に は カラス が 飛ん で き て いる 
__label__negative, 結果 主義 の 人 は 忙しない 人生 を 過程 を 大事 に する 人 は 恵まれ にくい 人生 を どちら で も ない 人 は つまらない 人生 を 
__label__negative, 苦しみ は 味 の ない ガム の よう 幸せ は 綿 あめ の よう 
__label__negative, 頑張っ て 勉強 し た ところ ほど テスト に 出 ない 
__label__negative, 自分 を 簡単 に 殺し て くれる 人 を 天使 という 惨め な 思い を し て まで 生き させる 人 を 悪魔 という 
__label__negative, もし 今 を 快く 生きる こと が でき て も ずっと そう で は ない だから 皆 死に た がる 
__label__negative, いい 人 は 自分 にとって いい 人 
__label__negative, 生きる 死ぬ という 選択肢 が ある の に 生まれ ない という 選択肢 が ない こと が 殊に 残念 だ 
__label__negative, 幸せ は 誰か の 不幸 の 上 に 存在 する 
__label__negative, 不幸 は 下落 状態 幸福 は 上昇 状態 差分 で あっ て 点 で は ない 
__label__negative, 人 は 不幸 の とき は 一 を 十 に も 思い 幸福 の とき は 当たり前 の よう に それ に 馴れ て 十 を 一 の よう に 思い ます 
__label__negative, 一番 好きな人 は 一番 嫌い な 人 に なる 
__label__negative, 一番 大切なもの は 何 と 聞か れ お金 友情 恋人 命 なんて 答える が 結局 一 番 大切なもの は 自分自身 で ある 
__label__negative, 生きる と は 動作 動詞 で ある つまり 疲れる と 言う こと だ 
__label__negative, 作業 が 半分 まで 終わっ た 時 半分 まで 終わっ た と 考える 人 と まだ 半分 も ある と 考える人 が いる だろ う 結果 どちら も そこ で やめる の だ 
__label__negative, 自分 の こと しか 考え ない 人間 が 多 すぎる 時 々 そう 言う 人 こそ 人間らしい の では と 自分 を 猜疑 し て しまう ほど だ 
__label__negative, 不倫 を する 者 は 愛 が 足り ない の で は なく 愛 に 溺れ て いる の で ある 
__label__negative, 人間 は 誉め られ たら 謙遜 する の に 否定 的 に 批評 さ れ たら 全力 で 否定 する 不可解 な 生き物 
__label__negative, 問題 が 起こっ て から 問題 だ と 気づく いつも 皆 遅い 
__label__negative, 心 の 悲痛 な 叫び は 届か なく て 何 の 気なし に 言っ た こと は すぐ 伝搬 する 
__label__negative, 仲間 友達 結局 自分 に 利益 が ある 奴 だけ 求め て ん だろ 
__label__negative, 君 が 一番 信頼 し てる 人 は 君 を 信頼 し てる の かい 君 が 一番 好きな人 は 君 が 好き な の か な 世の中 大体 が 独りよがり 
__label__negative, 完璧 に は 絶対 なれ ない のに なんで 完璧 って 言葉 が 出来 た の 
__label__negative, 人生 なんて 結局 『 誰か の 人生 』 で 全部 丸め込ま れる ん だ から どんなに 抗っ て も 死ぬ とき は 変わん ない よ だ から し たい こと いっぱい し て 死ん だら その 方 が 倍 価値 が ある よ 
__label__negative, 人 は 皆 一人 だ 皮肉 な こと に 唯一無二 で ある 決定的 証明 に なる 
__label__negative, 死ん だ 後 に は 何 も 残ら ない のに 僕たち は なぜ 生き 続けよ う と する の か 
__label__negative, 嘘つきは泥棒の始まり そんな こと は ない 自分 の 欲望 に 嘘 を つか ない から 物 を 盗む ん だ 逆説 的 に 嘘 が 正義 で ある こと を ここに 宣言 し たい 
__label__negative, 人類 は 幸福 を 当たり前 の よう に 受け取り 不幸 を いつまでも 根 に 持つ 罪深い 生き物 で ある 
__label__negative, 悲観主義 者 は あらゆる 機会 の 中 に 問題 を 見出す 楽観 主義者 は あらゆる 問題 の 中 に 機会 を 見出す 
__label__negative, 悲観主義 は 気分 による もの で あり 楽観 主義 は 意志 による もの で ある 
__label__negative, 男 が 家 から 一 歩 出る と 人 の 敵 が いる と 言う が それ は 嘘 だ 本当 の 敵 は 家 の 中 に いる 
__label__negative, 結婚 を しばしば 宝くじ に たとえる が それ は 誤り だ 宝くじ なら 当たる こと も ある の だ から 
__label__negative, 独身者 と は 妻 を 見つけ ない こと に 成功 し た 男 で ある 
__label__negative, 結婚 する と は 彼 の 権利 を 半分 に し て 義務 を 二倍 に する こと で ある 
__label__negative, 朝夕 の 食事 は うまから ず と も ほめ て 食う べし 
__label__negative, 女房 に 愛さ れる 技術 という もの は 発明 さ れ ない もの だろ う か 
__label__negative, 結婚 と は ただ 一人 の ため に 残り の 人々 を すべて 断念 せ ね ば なら ぬ 行為 で ある 
__label__negative, 結婚 する とき 私 は 女房 を 食べ て しまい たい ほど 可愛い と 思っ た 今 考える と あの とき 食べ て おけ ば よかっ た 
__label__negative, 妻 を 選ぶ の は ネクタイ を 買う の と よく 似 て いる 選ん だ 時 は 素敵 に 見える が 家 に 帰っ て 首 に 締め て みる と がっかり する 
__label__negative, 恋 は 人 を 盲目 に する が 結婚 は 視力 を 戻し て くれる 
__label__negative, できるだけ 早く 結婚 する こと は 女 の ビジネス で あり できるだけ 結婚しない で いる こと は 男 の ビジネス で ある 
__label__negative, 絶対 に マネ の でき ない マネ しよう と すら 思わ ない レベル の イノベーション を 続けろ 
__label__negative, 消費者 に 何 が 欲しい か を 聞い て それ を 与える だけ で は いけ ない 完成 する ころ に は 彼ら は 新しい もの を 欲し がる だろ う 
__label__negative, 約束 を 守る 最上 の 方法 は 　 決して 約束 し ない こと だ 
__label__negative, 壮大 な 人物 は 　 堪えがたい ほど 利己 的 で ある 
__label__negative, どんな 英雄 も 　 最後 に は 鼻 に つく 英雄 と なる 
__label__negative, 青春 という もの は 奇妙 な もの だ 　 外部 は 赤く 輝い て いる が 内部 で は 何 も 感じ られ ない の だ 
__label__negative, 友情 に は 絶えず 怠ら ぬ 繕い が 必要 で ある 
__label__negative, 幸福 は 夢に 過ぎ ず 苦労 は 現実 で ある 
__label__negative, 同情 さ れ た がる 渇望 は 自己陶酔 　 しかも 他人 の 懐 を 傷め て の 自己陶酔 の 渇望 で ある 
__label__negative, 人間 に は 　 裏切っ て やろ う と たくらん だ 裏切り より 心 弱 きが ゆえ の 裏切り の ほう が 多い の だ 
__label__negative, 我々 は 幸福 に なる ため により も 幸福 だ と 人 に 思わ せる ため に 四苦八苦 し て いる の で ある 
__label__negative, 目的 の ない 生活 は 味気 なく 目的 の ある 生活 は 煩わしい 
__label__negative, この世 に 必要 な 本 と は 自殺 の よう に ぼくら に 作用 する 本 の こと だ 
__label__negative, 人間 が 愛し合え ば ハッピーエンド は ありえ ない 
__label__negative, がんばっ てる 人 に は ゴメン と しか 言い よう が ない けど 努力 ってな ん か 下品 
__label__negative, ある 選択 を する という こと は その 選択 によって 生まれる はず の マイナス を すべて 背負う ぞ という こと 
__label__negative, 落とし穴 が ある 経験 は プラス に も なる が マイナス に なる こと も ある の だ 
__label__negative, ハンディキャップ を まったく 背負っ て ない 人 など い ない 誰 も が マイナス の 部分 を もっ て いる 自分 に 与え られ た マイナス を 背負い ながら 生き て いく こと それ が 人生 という もの で は ない か 
__label__negative, マイナス な 感情 を 持つ こと は 悪いこと の よう な 感覚 が 根付い て しまっ て い ます けれど 本来 感情 は コントロール 出来 ない もの 嫌い な 人 を 秒 で 好き に なれる か と 言っ たら 無理 です よ ね 緊張 し ない よう に と 思っ て も 緊張 は し て しまう もの 嫌い な もの は 嫌い で 緊張 も し て も いい ネガティブ な 感情 を 持っ て しまう 自分 を 否定 する の で は なく まず ちゃんと 向き合っ て ありのまま の 自分 に を あげる こと で 自己肯定感 を 持つ こと が 大事 
__label__negative, 女 の 人 が よく ない と 思う の は 男の子 が 何 か を がんばっ て 失敗 し た とき ほら ごらん なさい あの とき いっ た じゃ ない の って すぐ に 情熱的 に なる ところ 思い当たる でしょ う マイナス の 時 だけ 情熱的 に なる の は 女の子 の 卑し さ な の よ 
__label__negative, 自分 の 敵 は 自分 の マイナス の 想像力 
__label__negative, 初め に マイナス思考 で 最悪 の 結果 を 想定 し そう なら ない よう な 計画 を 立て て から 組織 や 集団 を 動かす そして 全体 の 流れ が 軌道 に 乗っ て き た と 見る や プラス思考 に 転じ て 攻め て 行く 
__label__negative, 遊ん だり 病気 を し たり ケンカ し たり 泣き 笑い 人生 の 思い出 の 積み重ね が 家族 を つくっ て いく の です プラス も マイナス も 全部 ひっくるめ て その 思い出 が 家族 な の です 血縁 で は ありません 
__label__negative, 時間 の 無駄遣い は 一種 の 自殺行為 で ある 
__label__negative, あなた の 言う こと は おそらく 正しい こと な の でしょ う しかし わたし の こと なら ば 放っ て おい て ください なぜ なら ば わたし は 必要 ある と 思っ た とき は 自ら 毒 杯 を あおる こと が でき ます から 
__label__negative, せめて 全能 の 神 が 自ら 命 を 絶つ こと を 禁じ て い なけれ ば 
__label__negative, 当の 受難 者 自身 によって なさ れ た 積極的 あるいは 消極的 行為 から 直接的 あるいは 間接 的 に 生ずる 一切 の 死 を 自殺 と 名づける 
__label__negative, 諦め は 日常 的 な 自殺 で ある 
__label__negative, いつまでも 人 を 恨ん で い て は なら ない 貴方 が 恨ん で いる 人 は 人生 を 楽しん で いる 
__label__negative, ありあまる ほど 自由 な 時間 の ある 人間 は たいてい 悪いこと を 考える もの で ある 
__label__negative, あまり 人 を 理解 できる と は 思わ ない わかる の は 好き か 嫌い か だけ だ 
__label__negative, あきらめ て しまう と 癒し よう の ない 不幸 も 和らげる 
__label__negative, 貴方 と 世の中 と の 戦い なら 世の中 の ほう に 賭け なさい 
__label__negative, 人 って 孤独 よね とか ネガティブ に 考え れる っていう の は 当たり前 じゃん ていう か そんな の 今更 認める とか そんな こと じゃ なく て そんな の 前提 で しか ない ん だ し それ を わかっ た 上 で の ポジティブ っていう の が 本当 の 強 さ だろ 
